Time,Transformer_Age,Avg_Humidity,Avg_Transformer_Temperature,Avg_Load,Number_of_failures
3.609756227,4,73.1988553,64.1,7.426696679,7
3.158277182,5,80.22469239,40.9,8.477022505,9
3.62572808,8,74.2559746,32.4,6.407055107,12
3.389310251,6,71.8252748,50.8,5.565307438,9
2.731409131,7,50.96917456,40.1,9.912602025,6
3.832053548,6,52.19754029,30.6,11.04422605,9
3.274041381,4,69.1174261,22.8,11.30208111,9
2.994141135,7,57.31824125,42.3,10.22998885,8
3.014331289,5,73.25973781,42,13.20584925,10
3.658712953,6,45.80839921,43.2,11.13279551,9
2.946486554,6,70.07676166,54.3,17.85266191,11
2.798397949,5,65.15149877,31.3,11.45030254,6
3.263721515,5,67.17844306,32.8,12.21971491,9
3.688464059,6,59.19230725,40,15.07449141,12
3.28710795,7,70.78583745,63.6,9.449994919,11
3.678632503,5,62.61535284,41.2,12.68570182,11
3.144357486,4,71.68662411,32.7,13.18585791,9
4.154634007,7,68.98846569,30.8,11.35832396,14
2.834600887,5,65.61520216,31.7,13.41178767,6
2.798697005,5,70.21252354,31.5,9.042705604,6
3.750937838,5,73.27325343,62.5,10.11365762,12
3.506133421,5,67.66444664,32.7,12.3256986,9
2.95873255,5,65.94592279,34.3,9.871257787,7
3.208098732,4,82.90419813,43.8,18.36606065,9
3.262509405,7,70.70409541,32.8,10.41025815,12
3.187951395,6,85.16160048,61.6,11.97822699,12
2.897222278,8,72.76308629,42.8,9.403158888,11
3.404337668,4,67.04201604,41.1,14.75209901,9
4.061026333,4,59.63031884,41,11.05003503,8
3.991642811,5,71.00753432,62.4,16.13024227,15
3.299241035,6,78.63127437,33.5,14.34139908,13
3.20291207,5,69.71331701,44.8,11.0026341,8
3.226588176,6,69.37127028,32,8.641673932,9
3.690781435,4,55.21489299,30.7,13.04083408,9
3.774597559,7,45.00165348,33.9,14.31074124,13
3.343475415,5,76.58576339,40.4,10.8203706,10
2.420188116,4,54.4895603,33.8,10.04144838,1
3.570327618,6,82.58634923,60.6,8.799136277,11
3.503996649,4,58.09147306,33,8.916708071,4
3.23566162,7,66.40032004,34.6,10.69755473,10
4.723601758,6,68.50361008,33.3,11.99965743,16
3.647168389,6,65.78352074,43.3,15.78539832,14
3.279239005,6,67.36974131,44.1,15.18062663,11
3.731102414,6,78.34099801,44.8,6.783938712,12
3.265424066,6,63.1648002,23.8,6.661896968,7
3.289797289,6,60.38487979,23.7,9.888585943,9
3.428708703,5,71.73425885,34.5,12.27207691,9
3.484146469,5,60.01261362,20.2,11.31097177,9
3.672891658,8,65.06374302,43.7,14.24861795,14
3.139575429,6,70.64811136,32.2,14.64194728,10
2.845233832,6,67.34045416,44.1,14.33043267,10
4.035402275,5,58.97052836,21.4,2.990522651,7
3.891403208,5,75.31143012,32.4,13.32192023,12
2.583391665,4,44.14380866,22.3,12.84575715,3
3.364183321,5,61.59705222,24.4,7.893165572,8
3.888160556,5,62.91600796,22.9,12.49566549,11
2.745206132,4,58.55972309,32,4.677561845,2
3.34433119,5,77.54357545,63.2,6.630052883,9
3.041314721,6,64.17572622,41.9,9.389701075,7
3.009605059,7,79.84335122,41.1,9.515288592,11
2.534613139,5,87.76160034,34.1,14.34574424,9
3.119085604,4,55.80905937,23,10.96482851,4
3.092222798,6,73.22709774,51.3,8.189763134,7
3.658291703,7,71.35063347,60.4,17.89667903,14
3.946019457,7,66.11096005,21.7,8.623784627,11
3.161783312,4,79.16386397,54.9,13.22677673,10
3.331009247,7,77.60732555,52.8,13.19451889,13
3.619803446,4,72.54217433,31.8,15.06895078,10
4.301674103,6,77.38295553,63.2,8.749329282,14
3.681087619,7,51.64865476,23,5.214805825,9
3.339310845,6,79.1617166,51,9.067539185,10
3.523660343,4,66.34954066,43.7,10.42123682,8
4.248275002,6,94.68766369,34.6,14.1593613,17
3.569976418,7,84.85778263,54.5,10.90631088,13
2.217339706,4,47.25325117,31,17.48405624,4
3.340616836,5,58.94411949,43.6,11.40638621,7
3.69702236,5,56.61064127,20.5,12.08864341,8
3.409610776,6,78.71352644,63.9,12.03836488,12
2.876118699,8,56.50900286,43.6,10.845001,10
3.842376347,6,53.81038359,44.5,10.81875997,10
3.353763063,8,67.61631408,42.2,10.13096949,14
3.68242152,5,72.10123361,64.4,13.26364078,11
3.617593757,4,89.20333221,43.5,8.986516645,9
2.905336102,5,62.62825884,40.7,4.865216146,3
3.161070114,7,71.87432975,33.7,11.59275681,11
3.38213569,6,84.25112895,62,12.38514596,13
3.615807313,5,72.04368895,61.9,9.352511892,10
3.333841476,6,66.90894899,24.9,9.915482101,9
3.293257407,6,53.05000412,20.4,5.100416755,6
3.628108209,6,84.92901229,44.6,11.51845917,13
2.359634076,6,77.88267986,51.3,15.50935086,9
3.360746922,6,66.75937268,43.2,9.559808001,8
3.428393547,6,78.11724471,51.5,13.31860248,11
3.362516872,5,56.71136343,32.1,10.72300511,8
4.502136045,4,83.20351986,64.5,13.53438528,12
3.062564467,5,69.1419577,32.2,14.84459913,10
3.434527825,7,80.97044285,34.4,8.92409498,12
3.611063501,6,80.76943604,42,9.674337119,11
3.740391237,5,67.74986419,43.3,9.732397819,8
2.783240879,5,68.18670754,21.8,9.975831651,7
3.929947171,6,74.81321112,32.6,5.352290732,11
3.940111983,4,66.69888411,34.9,9.028721393,8
3.316610204,6,73.313301,62.6,7.615335009,9
2.774444669,5,53.85339778,41.4,11.92068677,5
2.824629972,5,69.52026674,42.7,10.17341106,8
3.758818349,4,74.18750603,50.4,10.50055559,8
2.601848616,7,71.73698882,40.6,12.74301962,10
3.133196039,6,81.99615241,44.1,13.17006771,11
4.084057688,6,77.48248953,44.6,13.38860074,15
3.622733699,6,73.11912321,64,10.69027312,11
2.788979771,5,52.40300887,32.5,11.59553577,7
3.529285481,7,70.88992691,53.3,6.596160638,9
3.71388513,4,88.77240042,30,9.891341323,10
4.180419756,6,59.35909326,24.7,11.78314353,14
3.373204662,6,66.9735801,30.7,9.701193411,9
3.107043215,7,46.52717554,33.1,10.69998796,8
3.316152029,6,76.10720856,32.2,12.1058601,12
3.337304728,6,67.03917223,20.5,8.943333334,9
3.264583701,6,77.77279444,31.4,10.90640967,11
2.11887435,7,70.4524851,41.8,14.45791194,8
4.124672501,5,54.75252653,31.4,14.69220402,11
4.043127415,5,64.76007341,44.1,12.04186133,12
2.778418905,4,66.68979774,40.4,13.73479016,5
2.945194259,4,55.7471435,31.8,13.45397801,7
3.87880558,5,56.81833507,32,9.55298547,9
3.507548126,6,72.13659075,50.7,10.97753425,9
3.044819615,6,91.80401429,61.1,8.319329051,11
3.232378521,7,67.33084867,20,16.99924066,12
3.774357445,6,61.47907596,31.7,11.77462471,12
2.401698622,6,85.17401059,53,12.10404073,11
4.102847752,5,57.67366136,42.6,11.82660678,11
3.123547864,4,56.36779395,23.1,13.12787174,6
3.754168641,3,47.88380207,34.8,12.49177603,7
3.40695915,4,69.16808181,32.9,14.74270819,9
2.595437587,5,74.29639244,31.1,10.03346663,5
3.431601112,5,78.05903702,33.6,11.29709463,11
2.767940609,7,60.20201205,40,12.94400558,10
2.638029313,4,61.94794325,21.5,11.90059276,4
2.819630051,6,72.59286709,30.8,14.12823346,9
2.538537872,6,78.31766476,61.8,9.772795121,9
3.166956411,7,70.90050637,52.5,7.53952611,10
3.558904874,6,55.21216371,44.7,8.443121691,8
3.075037844,5,72.35191288,52.1,5.802221956,6
3.862551768,5,62.90305888,41.5,8.466108911,8
3.334046986,5,66.24951289,43.7,7.554605148,6
2.937718247,7,80.03006746,34.9,13.6249086,11
2.820944601,7,63.56258719,31.4,9.015982895,6
3.414112476,6,78.79588245,63.7,9.94056422,11
3.51212703,4,63.96268006,31.8,7.565536363,7
4.070433313,7,76.36653827,64.9,5.608215349,12
3.528782324,5,66.8823017,20.4,13.18653245,10
3.509735121,5,63.75371505,32.8,8.95368953,7
3.500723018,6,71.66501646,62.8,10.7079936,11
2.875120221,6,61.44038119,30.4,6.063421777,5
2.537400659,7,68.88205629,20.9,16.39372025,10
3.777216539,5,49.36329009,34.4,13.03281715,10
3.146619054,5,60.29160867,42.9,14.11747513,9
4.272769833,4,61.83440077,30.1,10.85480155,11
3.932837409,5,81.97289421,62.1,11.1550658,12
2.765340093,6,53.70386614,20.7,11.38169231,7
2.004421284,6,65.66175293,31.4,14.007585,6
4.126985457,5,59.05024344,20.8,9.287982715,11
3.192008079,6,72.93476754,53.3,13.36472534,10
2.947950836,6,73.25379539,42.4,9.533873108,7
3.428513556,6,69.23618932,43.3,12.27457113,11
3.283127697,5,69.4910892,30.6,3.592665023,7
3.630755823,6,90.54709888,52.5,7.215538284,12
2.826839321,5,59.29733805,24,12.78694749,5
3.067181735,7,84.37966416,53.7,17.35192942,13
2.687172767,6,68.51535828,24.9,12.037479,6
3.534619317,5,85.22538378,34.9,11.3458955,12
2.838267458,8,56.78555483,44.4,5.150518275,6
2.213633317,4,89.42797164,51.2,12.0742834,4
3.769739049,4,95.24973612,42.8,9.371295079,11
3.294619713,5,68.44150153,21.7,21.1960656,13
4.539550672,5,79.4387972,63,10.08450814,12
3.73566878,6,77.37095684,40.2,12.52270108,12
2.874654855,6,57.90005274,42.1,15.81900569,7
3.776851632,6,62.94054951,34.5,14.63114922,12
2.997716765,5,69.64616002,22.9,9.797185627,9
3.44468695,7,78.33081192,33.5,10.54359681,12
3.318479172,5,71.63517523,52.5,7.657246368,8
3.000971534,5,53.55113624,23.2,13.13630914,6
3.416220481,5,55.01755138,32.3,4.770920377,5
3.97663244,4,97.10216896,50.2,4.940004716,11
2.973270614,6,82.04552838,43,18.33855184,13
3.062363195,6,71.14083652,53.8,10.84469101,10
2.949011253,6,57.36029404,20.3,7.358447304,6
4.445532476,5,77.19652764,63.7,13.81135556,14
3.57177841,7,68.28247305,20.9,15.32559183,13
3.344816863,6,60.60884656,23.4,10.11536554,8
3.825389662,5,69.36548024,44.9,8.986842516,9
3.23563937,5,76.48386114,60.8,12.71087161,9
3.520802723,6,67.65832563,23.1,10.85844816,10
3.021365659,5,56.87062576,20.2,12.39181891,6
3.222924015,5,70.57757992,41.9,11.46782309,9
2.570843699,6,80.51118256,52.8,10.76508332,8
3.756006,5,67.68229399,33.3,10.40761092,9
3.536794023,6,63.61238405,33.5,13.18185189,10
2.637092511,5,71.62322376,33.2,13.75549945,9
3.043635187,5,70.15317326,31.2,11.47028601,6
3.409497086,6,83.65074594,44.7,8.650379068,11
4.511256852,6,73.73850919,30.1,16.71335643,18
3.136291129,6,78.83780977,34.1,13.90208966,11
2.954187957,5,60.32795265,20.4,6.307080543,4
3.126816304,5,75.41807496,50.8,17.88019408,11
3.027540228,6,70.88385883,51.3,8.041594017,9
2.902064681,5,62.75371125,34.2,10.70278727,5
2.628396854,5,63.25363471,42.5,12.29786833,5
1.997645199,4,76.171181,50.7,4.980811826,1
3.078495965,7,70.02864274,53.8,10.45479115,10
2.844443327,5,72.07172822,63.5,7.204930699,4
2.753016957,6,89.33119985,60,11.86396098,9
3.582864714,6,75.52269769,61.5,12.69227139,13
4.447391854,4,72.34479887,54.5,9.170449258,11
2.959429657,4,49.54387464,20.3,10.2163695,2
3.066108165,7,74.72966963,41.9,11.71328039,10
3.51972489,6,61.6923837,34.3,13.41067675,11
2.731846998,4,82.59044318,34,8.659622676,6
3.924270282,7,53.36841156,34.4,4.799211155,10
3.220183352,7,55.79766055,43,7.571300013,8
3.389649309,7,72.65462684,54.6,4.264645589,9
2.756566028,5,56.48555397,30.8,12.21269215,6
2.832351426,7,60.36621215,22.7,11.38621807,9
4.221975714,6,66.33757595,42.1,7.303779035,12
2.980370846,4,54.28846667,32.3,12.8509513,5
3.65583479,6,66.30909086,31.7,10.15586657,12
3.125113709,7,55.18835024,20.4,11.44834435,8
2.899663684,4,63.33616932,20.4,11.96889169,7
3.654154847,6,82.74063584,41.9,14.50203969,15
3.760303612,6,78.87775836,43.1,12.87100441,14
4.065173598,6,68.76150329,42.3,7.840466495,10
3.415491723,5,57.83612779,31.1,17.00876256,11
3.732805745,6,75.70447111,54.8,11.20170167,12
3.440055175,4,76.41107312,60.8,4.281548174,5
2.859510621,5,63.32626733,24.6,10.18344398,6
3.680495393,6,81.84510518,63.5,10.45613826,13
3.143554589,5,69.52195766,20.4,9.747393058,7
3.028327411,7,90.86807717,32.1,10.11313427,12
2.98493058,4,55.64352875,41.2,10.30684016,5
2.893533075,5,48.07387458,22.6,10.22034773,4
3.720469686,4,72.01635799,51.3,7.304893359,7
2.780555512,3,89.60742515,52,12.75126802,7
3.623729595,5,68.68603895,23,18.83658943,14
3.678851874,5,51.86852796,40.7,5.501092709,5
2.582662467,5,58.07401479,40.3,12.94627359,6
4.122862951,6,82.97556745,31.6,9.257164974,12
3.577389888,6,79.79877824,51.1,11.92605584,12
2.715194941,6,72.85434147,34.6,10.72145184,7
4.244035896,4,89.65705366,62.2,7.889716592,11
2.942200614,6,74.82571479,60.8,9.047346908,6
3.458129776,7,62.49192235,40.2,8.168901695,9
2.93180603,6,70.58764828,42.6,15.66057039,9
2.863019938,6,73.16551003,43.6,14.52815307,10
3.298014789,6,76.98007536,44.1,9.43532069,11
3.426929128,5,56.52694477,22.1,10.96433582,8
3.71798631,6,74.47318296,33.7,12.67956426,11
3.771446438,7,54.64338971,42.2,6.92211944,8
3.431584768,6,80.18121333,34.3,6.593197459,9
3.841766264,6,68.29667441,22.9,9.669513847,11
3.411135595,7,68.91969493,32.4,0.05258561,6
3.513161459,6,46.51974294,24.6,9.414938456,8
2.764408591,7,90.2450267,51.2,12.28806974,12
2.79015734,5,66.50904529,43.7,13.40278635,9
3.182363566,4,78.79677057,42.8,9.371711,8
3.788171321,6,69.74804487,30.8,12.35796363,12
2.82582444,5,76.50205974,60.9,12.52241959,8
3.770588359,7,73.37589917,63.3,6.472516617,11
3.938494501,5,84.30787826,43.2,9.679703819,13
3.501732352,6,54.93294013,42,7.915329311,7
3.805951282,5,64.62700239,42.1,6.598204804,5
3.204068988,5,84.67599729,60.3,8.798257893,10
2.572166413,5,73.75559651,44.2,11.07707572,7
3.031243359,5,71.91572627,44.3,12.45716367,8
2.911904376,7,69.16338174,40.5,12.0503982,12
3.9150913,6,78.515296,52.7,10.28851459,12
3.763839894,6,82.45224408,54,8.673560299,12
2.593130544,6,89.71111959,31.1,5.511742792,8
3.837840551,5,46.79134254,20.3,10.91692932,8
3.175161995,5,65.34959524,40.5,9.852034071,8
3.521882613,7,94.42325018,43.5,10.71597649,15
4.204644081,7,62.07145314,30.2,12.32212655,14
2.955041659,5,69.79752379,32.3,12.97859314,9
3.846852403,5,59.67832307,32.3,9.771475744,10
4.24143389,4,63.50156836,44.7,3.175784164,7
3.478003343,4,50.12885306,44,12.08320011,6
3.431008963,7,62.52757358,20,9.169264484,10
3.6120327,5,57.4843726,33.6,15.40505924,9
3.251224603,5,72.82106847,42,8.756249395,9
3.773189546,7,78.26124971,31.2,9.753702168,13
2.649903853,7,83.43557927,34.9,13.86279347,12
3.644414948,6,83.3708535,33.4,13.14624035,13
4.195280432,7,54.50658517,22.7,9.865605912,11
2.87725306,5,66.49447661,22.7,15.03061156,6
3.062347577,6,60.48295389,23.1,6.518703477,5
3.727019687,5,66.67365547,40.9,2.890482346,7
4.024763935,6,69.08829672,30.1,9.514647324,12
3.856638333,6,66.47662431,33.3,7.062548887,11
4.186775785,7,70.0842733,61.1,12.08950516,15
3.585127668,5,65.09449186,24.8,21.1895275,14
2.84539237,6,75.24542188,51.7,13.16208758,8
4.31859793,8,72.34261404,50,13.75829411,18
3.089604055,6,85.99555446,44.8,13.43987406,12
3.56842041,4,69.81984299,30,9.133776254,8
2.75037347,6,71.62535697,34.7,5.958931053,6
3.084455187,5,72.85225482,44.3,13.21091379,9
3.658671589,5,69.812466,24.6,9.008142911,10
3.138959806,6,84.41119043,33.1,11.57634249,11
3.633569535,5,58.10942512,34.9,10.57489708,9
3.720270257,8,51.97253905,20.7,6.814222846,11
2.802789422,6,78.63188943,45,8.57262015,8
3.348622001,6,63.33920562,34.1,7.542639861,9
3.265526371,4,68.60860394,21.5,7.328811677,6
2.685883421,5,67.98805806,44.4,7.382569059,6
3.73867807,3,73.32769653,61.2,12.19907635,9
3.471605852,6,77.06580735,54.1,4.647487336,8
3.684305107,6,73.92675062,31,7.566738075,11
3.311689472,7,73.20562834,60.3,5.748043887,9
3.38860416,5,62.32295865,21.9,13.14466911,9
3.766657132,6,77.36294493,50.7,8.067556372,12
3.029241973,6,55.38058083,35,9.762636023,8
2.957812151,5,74.25903425,34.8,7.98259587,7
3.901971899,5,70.27355369,32.6,6.292181896,9
3.74795705,5,80.65659921,52.8,11.35372752,11
3.852475069,5,72.82521302,32.1,9.210079085,10
2.782742788,5,50.14916517,24.7,16.04189338,7
4.412483661,4,60.10742815,22.7,13.40945917,13
3.086888493,6,72.1840033,44.6,11.90443671,10
3.407925051,6,49.673884,41.7,9.079236484,7
4.079798475,6,70.37477117,50.4,8.391707934,12
3.016211177,7,62.2497133,23.6,12.11112002,10
3.4507478,6,72.4149204,51.1,9.663376252,10
3.735904707,6,73.3029276,61.4,7.925032211,11
3.991075697,6,58.81851885,34.9,10.6907163,10
4.158765911,7,57.40479724,42.1,9.982300515,12
3.790270584,5,76.91535725,33.1,12.38185827,13
3.14416497,6,80.17692368,32.3,11.61594278,9
3.329027695,6,74.72849853,63.9,12.72836422,11
2.518295058,4,70.63683439,41.6,14.5411872,6
3.988554112,6,76.61280263,31,10.50659252,13
3.268213825,6,82.19394258,51.5,12.23589883,11
4.024148952,4,72.04458615,33.6,10.8423214,9
3.359068304,5,79.58894134,52.8,13.19157666,11
3.429832011,5,69.38908153,20.2,11.22672378,9
3.028674386,5,62.3461464,42.3,13.03582126,7
3.494770005,5,79.35510756,51.5,11.53571809,11
3.459717222,5,56.30525332,40.4,11.71091809,8
3.211208899,3,76.55452911,32,7.891916731,7
3.459186818,6,83.66505984,63.4,9.955669865,12
3.911745862,5,82.0329527,52.6,7.53151104,11
3.783829479,7,66.29940742,41.6,14.27310598,14
2.885506969,6,83.08603108,40.7,7.771303249,9
2.804905999,5,89.71411852,54.9,12.42510283,9
2.911009011,5,71.68189941,42.1,11.78459189,9
4.000393172,5,74.21920927,30.2,15.19114258,14
3.350808032,5,84.8252252,41.8,7.683988708,10
3.465497134,7,53.60885834,32.2,12.34217429,10
1.786522768,5,54.97449839,22.9,13.67928948,4
3.326429134,4,62.64975083,41.9,7.311492631,5
3.150243015,6,58.10728687,34.3,11.08675034,8
3.536790123,5,54.9031182,32.5,11.08245844,8
3.117196995,6,66.0035835,44.6,11.24560184,11
3.430836691,6,71.09924045,64.5,9.460794866,10
4.696479813,6,84.23788158,30.1,12.69229685,17
3.938180378,4,71.11526404,34.4,9.674545582,10
3.650010077,5,64.04905702,32.9,18.12204417,10
3.259940289,7,85.6260323,44.9,12.12063715,12
2.619595874,6,64.64112096,34.4,14.1724653,6
4.099083665,5,71.24916623,41.3,9.756955053,10
3.658656608,5,76.81342023,41.6,13.00922881,11
2.897849334,5,70.35171036,64,16.50200661,10
2.559414988,7,71.0931161,31.1,15.12250629,10
3.454613643,7,72.5760419,33.8,15.67516692,14
3.940576757,4,62.87424348,21.5,9.638733933,9
4.80585345,5,61.33645727,31,15.68028577,15
3.679609156,6,61.47313624,43.9,9.167217627,11
3.586908868,5,84.59144706,30.7,13.75796324,13
3.617218032,5,57.80350789,23.7,12.73313256,11
2.572993814,7,71.38233914,33.2,6.629003807,8
3.290133082,4,90.69530122,33.7,15.75403403,12
4.017506416,5,71.88679025,44.2,10.40106634,9
3.914660851,3,74.20949611,44.7,7.850130725,6
3.715043849,6,62.61276083,22.9,13.61254096,13
2.21152782,5,64.85365977,31.7,7.653075894,2
3.648528481,3,71.05746768,31.3,8.733292649,8
3.169133319,4,75.26834227,42.8,16.49092785,9
3.459007933,5,79.92009255,42.5,11.63173535,11
3.648393651,6,91.52072899,65,7.531913056,11
3.958836797,6,67.44617688,32,8.550765616,10
3.045410167,7,73.80798426,62.9,15.58403659,13
2.329134478,5,72.66027597,54.9,7.349915097,4
4.076861536,4,80.45728241,41.4,11.16693494,11
4.00143724,4,88.37002372,31.2,13.52192477,12
3.013483582,4,75.22948688,51.8,14.95116706,7
3.283799257,7,67.25864179,31.9,11.5836057,10
3.881723229,7,49.94689786,42.6,10.7298416,11
3.029409297,7,87.91775366,61.4,11.11820396,11
3.212137331,6,78.0646322,54,14.22016786,12
3.959433458,4,86.72978876,54.1,13.98029243,13
3.531249053,5,71.75189117,51.8,11.27153631,9
3.58451734,5,57.61669848,32,10.67472647,8
3.329744241,5,64.49025947,33,7.59881609,7
3.100548444,6,78.84325909,32.8,12.63312922,11
3.165650122,6,85.99781516,33.2,8.34874356,11
3.673656578,6,66.18398933,40.2,10.01555812,10
2.955854754,7,72.70138268,64.7,9.505703759,9
4.015024635,5,68.96793461,41.2,9.843761934,10
3.389938004,5,70.31799423,53.6,15.76456986,12
2.724305224,7,71.53039164,62,8.963928861,9
3.802646496,5,74.47127443,52,9.096832054,11
3.138942077,5,73.11134732,61.3,13.09885729,9
4.483199945,7,97.08803015,51.9,11.34020301,20
2.805202847,6,75.02115314,33.8,13.19803893,9
3.426060629,6,50.42575354,22.7,13.12188584,9
3.410516786,7,62.85246737,30.9,13.0221536,10
2.994444754,7,85.27952465,62.9,8.655160215,9
4.242039463,4,60.29203977,31.9,9.766534421,9
3.074860918,7,68.08878929,22,9.796626226,11
3.634127371,6,88.69466561,42.3,11.04033127,12
2.75213974,7,71.86177831,42.2,12.87400567,10
3.507673456,6,76.26799142,54.7,6.833758195,9
3.338502122,4,80.02542521,30.4,10.53265138,8
4.17872212,4,76.98764603,44.8,6.04278099,10
3.355370592,6,77.94364246,31.1,11.006861,9
3.102140869,6,67.66129639,21.7,12.80101222,8
3.533039075,3,78.39552495,42.6,10.970306,6
2.922266644,6,72.67597143,50.1,11.49785339,10
4.349751583,8,56.37279177,41.3,7.273831051,13
3.477807549,7,71.3254045,30.8,8.112940479,12
3.594789161,4,79.06105021,42.7,9.587480603,8
3.112476666,6,66.41306834,42.2,6.189611406,8
2.516244689,5,79.37358365,31.2,13.81794938,10
3.894091344,6,73.49121497,63.9,14.5658661,15
3.780702978,7,67.64442872,32.3,13.79485161,14
3.076276563,6,72.89358525,64.3,14.54616917,11
3.716057975,6,63.68791728,42.9,12.02048217,9
3.0584035,5,74.81091173,54.9,11.06687858,8
3.831813245,6,71.99332031,44.1,9.172434578,12
3.681310097,4,55.7526046,30.5,10.28587738,7
3.096266294,4,63.46327564,24.1,8.94619223,4
3.409437528,5,69.74340367,44.7,8.789600942,8
3.401693722,4,59.87896444,34.4,14.45416384,8
3.675822849,6,32.36194023,34.2,15.30365557,11
4.022393642,5,52.27988168,41.2,10.64235051,10
4.271041621,8,72.03915755,41.7,11.53228314,16
2.934722428,6,64.31430338,34,7.706616004,8
4.027555815,6,60.83928892,23.1,14.59180332,13
3.172897831,5,73.36340464,53.9,10.45322958,9
4.475505251,6,76.30184981,60.6,4.064162788,13
3.758122833,5,85.83309247,52.4,15.22477873,13
3.469212621,6,71.10696223,32.1,8.615767759,11
3.4617022,5,94.62719992,40.4,7.230467982,11
3.253131148,5,62.99807262,31.3,10.04244311,8
2.663668368,6,64.58296196,44.2,8.339193742,7
4.286883414,6,56.4536314,33.8,13.0263693,13
3.433258239,5,60.50791519,21.5,5.552580659,5
3.386088216,5,44.58940625,22.1,4.065707985,6
3.400830486,5,66.99021847,20.5,13.97951714,10
3.464418626,4,64.70649695,22.7,12.28500921,8
3.296595213,5,66.6750525,45,5.07369795,8
2.918688094,6,78.89947558,30.1,13.42635413,10
3.193856175,6,91.66350403,34.6,11.17392196,12
3.761454154,5,77.56919908,44.1,12.13807376,11
4.311312433,6,66.54884952,41.7,10.56265508,13
3.110308554,6,74.74265068,43.1,11.50486135,10
3.280781565,6,69.14308887,33.1,8.564333884,8
3.126912662,7,68.242861,30.1,12.21052762,9
3.674756657,4,74.83565029,30.2,10.56646279,8
3.546689036,7,67.03125019,43,9.551468627,11
2.695895883,5,64.1017391,24.5,10.2160628,6
4.2203823,6,68.07331848,24.7,6.972713199,11
3.569925296,4,86.75574518,34.6,11.65562025,10
3.271747873,8,70.09803231,63.1,6.335214049,11
3.318001148,6,66.99206813,20.8,11.5575144,10
4.422151918,6,73.78950007,34.6,10.37743028,14
2.483737934,6,51.947819,33,10.67605156,4
3.618516284,7,71.46514915,54.4,10.79269274,12
3.363799362,5,63.37285588,32.2,8.489134946,7
3.550218101,6,77.19301234,51.8,11.28136047,13
3.330146526,5,68.67242299,21.1,12.74584649,10
3.476175954,6,63.63084014,21.3,7.508950854,8
3.873615038,4,86.21772096,40.8,17.15164879,14
4.17340951,6,87.56044656,40.7,10.08610675,12
3.936766848,6,75.31227671,40.5,13.29380146,13
3.944070199,4,69.12506242,22.9,12.80936015,10
3.52296141,5,58.56581441,30.8,12.38583435,9
